config,shorthand,family,role,featurizer,classifier,description,repeat_seed,fold,acc,classwise,precision_macro,recall_macro,f1_macro,best_substrate,worst_substrate,wall_sec
paper_fasttext_cbow_BRF,ftCbow__BRF100,paper_shallow,shallow,fasttext_cbow mean of word vectors (gensim native wv[t]),OvR(BalancedRF n=100 balanced),Paper fasttext_cbow + BRF (gensim native API; n-gram OOV for FT).,45,0,0.8009708737864077,,0.8030532887488127,0.7897802599447337,0.7893973883566431,alpha-mannan=1.00,arabinogalactan=0.47,1.6745259761810303
paper_fasttext_cbow_BRF,ftCbow__BRF100,paper_shallow,shallow,fasttext_cbow mean of word vectors (gensim native wv[t]),OvR(BalancedRF n=100 balanced),Paper fasttext_cbow + BRF (gensim native API; n-gram OOV for FT).,45,1,0.8446601941747572,,0.8407771780602128,0.8461176177623547,0.8372549465417084,alpha-mannan=1.00,arabinogalactan=0.60,1.6266040802001953
paper_fasttext_cbow_BRF,ftCbow__BRF100,paper_shallow,shallow,fasttext_cbow mean of word vectors (gensim native wv[t]),OvR(BalancedRF n=100 balanced),Paper fasttext_cbow + BRF (gensim native API; n-gram OOV for FT).,45,2,0.8106796116504854,,0.8059534359128855,0.8126702975387187,0.8021427183927186,alpha-mannan=1.00,beta-mannan=0.61,1.6618077754974365
paper_fasttext_cbow_BRF,ftCbow__BRF100,paper_shallow,shallow,fasttext_cbow mean of word vectors (gensim native wv[t]),OvR(BalancedRF n=100 balanced),Paper fasttext_cbow + BRF (gensim native API; n-gram OOV for FT).,45,3,0.8495145631067961,,0.801185120921963,0.8605731074481074,0.8206043855402547,chitin=0.96,arabinogalactan=0.59,1.6414132118225098
paper_fasttext_cbow_BRF,ftCbow__BRF100,paper_shallow,shallow,fasttext_cbow mean of word vectors (gensim native wv[t]),OvR(BalancedRF n=100 balanced),Paper fasttext_cbow + BRF (gensim native API; n-gram OOV for FT).,45,4,0.8009708737864077,,0.7719239975192355,0.7894314713064713,0.7731441009763266,alginate=0.95,arabinogalactan=0.53,1.6225731372833252
paper_fasttext_cbow_BRF,ftCbow__BRF100,paper_shallow,shallow,fasttext_cbow mean of word vectors (gensim native wv[t]),OvR(BalancedRF n=100 balanced),Paper fasttext_cbow + BRF (gensim native API; n-gram OOV for FT).,46,0,0.8252427184466019,,0.7985256725292956,0.7856278918449972,0.7818923038980689,alginate=1.00,fructan=0.40,1.7309319972991943
paper_fasttext_cbow_BRF,ftCbow__BRF100,paper_shallow,shallow,fasttext_cbow mean of word vectors (gensim native wv[t]),OvR(BalancedRF n=100 balanced),Paper fasttext_cbow + BRF (gensim native API; n-gram OOV for FT).,46,1,0.8203883495145631,,0.8136524895812821,0.8279022877707088,0.8127053854404575,alpha-mannan=1.00,beta-mannan=0.50,1.6125688552856445
paper_fasttext_cbow_BRF,ftCbow__BRF100,paper_shallow,shallow,fasttext_cbow mean of word vectors (gensim native wv[t]),OvR(BalancedRF n=100 balanced),Paper fasttext_cbow + BRF (gensim native API; n-gram OOV for FT).,46,2,0.8252427184466019,,0.7878331848803084,0.8037818906239959,0.7902450062758709,alpha-mannan=1.00,arabinogalactan=0.33,1.6302528381347656
paper_fasttext_cbow_BRF,ftCbow__BRF100,paper_shallow,shallow,fasttext_cbow mean of word vectors (gensim native wv[t]),OvR(BalancedRF n=100 balanced),Paper fasttext_cbow + BRF (gensim native API; n-gram OOV for FT).,46,3,0.8106796116504854,,0.8001902228947423,0.8146214896214897,0.7950475920338201,alginate=0.95,beta-mannan=0.64,1.7162752151489258
paper_fasttext_cbow_BRF,ftCbow__BRF100,paper_shallow,shallow,fasttext_cbow mean of word vectors (gensim native wv[t]),OvR(BalancedRF n=100 balanced),Paper fasttext_cbow + BRF (gensim native API; n-gram OOV for FT).,46,4,0.8592233009708737,,0.8251127273716651,0.8685775335775335,0.8372392524656457,alginate=1.00,galactan=0.56,1.6638901233673096
paper_just_attention_fasttext_cbow,ftCbow__JustAttn,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),non_recurrent_attention (single attention pass),Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,42,0,0.7475728155339806,,0.7358252828421815,0.6866504803675858,0.701414859789041,alginate=0.84,galactan=0.47,13.88133192062378
paper_just_attention_fasttext_cbow,ftCbow__JustAttn,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),non_recurrent_attention (single attention pass),Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,42,1,0.6844660194174758,,0.714934326426262,0.653929455047876,0.6748292738281295,alpha-mannan=0.89,galactan=0.27,10.66862416267395
paper_just_attention_fasttext_cbow,ftCbow__JustAttn,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),non_recurrent_attention (single attention pass),Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,42,2,0.7475728155339806,,0.775997150997151,0.6888628622839148,0.7011437719771053,alginate=1.00,galactan=0.30,13.990641117095947
paper_just_attention_fasttext_cbow,ftCbow__JustAttn,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),non_recurrent_attention (single attention pass),Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,42,3,0.7621359223300971,,0.7901410628304416,0.7699366605616605,0.7736360474646006,alpha-mannan=1.00,galactan=0.50,13.72067904472351
paper_just_attention_fasttext_cbow,ftCbow__JustAttn,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),non_recurrent_attention (single attention pass),Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,42,4,0.7669902912621359,,0.8014451794550479,0.6910111416361415,0.7206837705325303,alginate=1.00,arabinogalactan=0.33,11.988998889923096
paper_just_attention_fasttext_cbow,ftCbow__JustAttn,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),non_recurrent_attention (single attention pass),Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,43,0,0.8155339805825242,,0.8145905497008439,0.81852375329349,0.8083771541241055,alginate=1.00,galactan=0.62,24.194422006607056
paper_just_attention_fasttext_cbow,ftCbow__JustAttn,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),non_recurrent_attention (single attention pass),Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,43,1,0.7718446601941747,,0.7714254478620042,0.7468378076601763,0.7474390193140193,alginate=1.00,beta-mannan=0.55,17.730588912963867
paper_just_attention_fasttext_cbow,ftCbow__JustAttn,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),non_recurrent_attention (single attention pass),Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,43,2,0.6650485436893204,,0.6848854555317404,0.679298807917229,0.6681862980052506,alginate=0.95,galactan=0.30,10.73571515083313
paper_just_attention_fasttext_cbow,ftCbow__JustAttn,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),non_recurrent_attention (single attention pass),Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,43,3,0.7233009708737864,,0.7579151269340031,0.6250674094424095,0.6519040342409906,chitin=0.91,arabinogalactan=0.18,11.486901044845581
paper_just_attention_fasttext_cbow,ftCbow__JustAttn,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),non_recurrent_attention (single attention pass),Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,43,4,0.7330097087378641,,0.7364840946090947,0.6963965201465202,0.7065671040413134,alginate=1.00,fructan=0.25,12.832465887069702
paper_just_attention_fasttext_cbow,ftCbow__JustAttn,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),non_recurrent_attention (single attention pass),Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,44,0,0.7718446601941747,,0.8031643737720002,0.7952659694107062,0.7758158189086283,alginate=1.00,galactan=0.67,19.094398021697998
paper_just_attention_fasttext_cbow,ftCbow__JustAttn,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),non_recurrent_attention (single attention pass),Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,44,1,0.7475728155339806,,0.752572556800498,0.716052470920892,0.727670865491179,alginate=1.00,arabinogalactan=0.25,15.854739904403687
paper_just_attention_fasttext_cbow,ftCbow__JustAttn,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),non_recurrent_attention (single attention pass),Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,44,2,0.7330097087378641,,0.6957132482444703,0.6791499983934194,0.6742758383526125,alginate=1.00,arabinogalactan=0.00,14.856318235397339
paper_just_attention_fasttext_cbow,ftCbow__JustAttn,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),non_recurrent_attention (single attention pass),Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,44,3,0.7718446601941747,,0.7951015607392383,0.6877442002442002,0.7152456833400934,alginate=1.00,alpha-mannan=0.40,19.13800811767578
paper_just_attention_fasttext_cbow,ftCbow__JustAttn,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),non_recurrent_attention (single attention pass),Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,44,4,0.7135922330097088,,0.7628192103854906,0.6474277574277575,0.659535095319409,alginate=0.88,galactan=0.37,12.456636905670166
paper_just_attention_fasttext_cbow,ftCbow__JustAttn,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),non_recurrent_attention (single attention pass),Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,45,0,0.7524271844660194,,0.814056626924274,0.6941271046205256,0.7212131903766736,alpha-mannan=1.00,galactan=0.33,16.499762058258057
paper_just_attention_fasttext_cbow,ftCbow__JustAttn,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),non_recurrent_attention (single attention pass),Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,45,1,0.7621359223300971,,0.7534168126559431,0.7138583638583637,0.7259665918829851,alginate=1.00,galactan=0.30,15.491711139678955
paper_just_attention_fasttext_cbow,ftCbow__JustAttn,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),non_recurrent_attention (single attention pass),Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,45,2,0.6941747572815534,,0.725245167586717,0.6286890704324913,0.6367107562398179,alginate=1.00,arabinogalactan=0.31,14.16574478149414
paper_just_attention_fasttext_cbow,ftCbow__JustAttn,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),non_recurrent_attention (single attention pass),Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,45,3,0.7135922330097088,,0.7282871148415784,0.6697128103378103,0.6885299748720639,alginate=0.94,fructan=0.35,14.741886138916016
paper_just_attention_fasttext_cbow,ftCbow__JustAttn,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),non_recurrent_attention (single attention pass),Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,45,4,0.7621359223300971,,0.7990855957767723,0.726346916971917,0.7477466598137849,alginate=1.00,beta-mannan=0.52,11.770303010940552
paper_just_attention_fasttext_cbow,ftCbow__JustAttn,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),non_recurrent_attention (single attention pass),Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,46,0,0.7718446601941747,,0.777182121377458,0.7034456333140544,0.726047396889509,alginate=0.95,fructan=0.22,21.73649311065674
paper_just_attention_fasttext_cbow,ftCbow__JustAttn,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),non_recurrent_attention (single attention pass),Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,46,1,0.7427184466019418,,0.7862010455431508,0.722037746610115,0.7273816564057792,alginate=1.00,arabinogalactan=0.50,13.310556888580322
paper_just_attention_fasttext_cbow,ftCbow__JustAttn,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),non_recurrent_attention (single attention pass),Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,46,2,0.7524271844660194,,0.7709700247722693,0.7476598949296318,0.7489227778709876,alginate=1.00,galactan=0.41,15.667634010314941
paper_just_attention_fasttext_cbow,ftCbow__JustAttn,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),non_recurrent_attention (single attention pass),Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,46,3,0.7378640776699029,,0.6626186994923534,0.6826427045177045,0.6658955684711564,alginate=1.00,alpha-mannan=0.00,19.96113896369934
paper_just_attention_fasttext_cbow,ftCbow__JustAttn,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),non_recurrent_attention (single attention pass),Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,46,4,0.7233009708737864,,0.748759163912196,0.6732567663817665,0.6827514284995103,alginate=0.94,galactan=0.17,11.887325048446655
paper_vanilla_lstm_fasttext_cbow,ftCbow__LSTM,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),"LSTM(100, dropout=0.6) + Dense head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,42,0,0.7281553398058253,,0.7101241739049303,0.6848578979500033,0.692835655321316,alginate=0.89,arabinogalactan=0.40,10.504693031311035
paper_vanilla_lstm_fasttext_cbow,ftCbow__LSTM,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),"LSTM(100, dropout=0.6) + Dense head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,42,1,0.7766990291262136,,0.7597016409516408,0.7561898335582545,0.7532134768395196,alpha-mannan=0.89,beta-mannan=0.50,11.102728843688965
paper_vanilla_lstm_fasttext_cbow,ftCbow__LSTM,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),"LSTM(100, dropout=0.6) + Dense head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,42,2,0.7718446601941747,,0.77248655283485,0.7349843760041129,0.7500000113271635,chitin=0.96,galactan=0.35,12.247012853622437
paper_vanilla_lstm_fasttext_cbow,ftCbow__LSTM,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),"LSTM(100, dropout=0.6) + Dense head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,42,3,0.7766990291262136,,0.7855101949246519,0.7514155982905982,0.7568204498783043,alpha-mannan=1.00,arabinogalactan=0.36,11.681204080581665
paper_vanilla_lstm_fasttext_cbow,ftCbow__LSTM,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),"LSTM(100, dropout=0.6) + Dense head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,42,4,0.7621359223300971,,0.6918908670187441,0.6817404354904354,0.6816279344648334,host glycan=0.87,arabinogalactan=0.20,12.03512978553772
paper_vanilla_lstm_fasttext_cbow,ftCbow__LSTM,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),"LSTM(100, dropout=0.6) + Dense head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,43,0,0.8203883495145631,,0.8087776806526806,0.777205553948975,0.7881440298144998,alginate=1.00,arabinogalactan=0.31,13.14702320098877
paper_vanilla_lstm_fasttext_cbow,ftCbow__LSTM,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),"LSTM(100, dropout=0.6) + Dense head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,43,1,0.7330097087378641,,0.7030340973513111,0.6770733323693849,0.6806789260353238,alginate=1.00,arabinogalactan=0.24,11.461035966873169
paper_vanilla_lstm_fasttext_cbow,ftCbow__LSTM,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),"LSTM(100, dropout=0.6) + Dense head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,43,2,0.7330097087378641,,0.6489872728163372,0.6301431061628431,0.6226683020672791,chitin=0.96,arabinogalactan=0.00,9.986984968185425
paper_vanilla_lstm_fasttext_cbow,ftCbow__LSTM,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),"LSTM(100, dropout=0.6) + Dense head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,43,3,0.7330097087378641,,0.690528451596563,0.667239010989011,0.6739535708913923,alginate=1.00,arabinogalactan=0.15,10.8755202293396
paper_vanilla_lstm_fasttext_cbow,ftCbow__LSTM,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),"LSTM(100, dropout=0.6) + Dense head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,43,4,0.7427184466019418,,0.7093609413462354,0.6774531949531949,0.6867139631504507,alginate=0.94,arabinogalactan=0.14,12.17770004272461
paper_vanilla_lstm_fasttext_cbow,ftCbow__LSTM,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),"LSTM(100, dropout=0.6) + Dense head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,44,0,0.7378640776699029,,0.7247634458985033,0.6920258579140158,0.7036324623945224,alginate=1.00,arabinogalactan=0.38,12.125334024429321
paper_vanilla_lstm_fasttext_cbow,ftCbow__LSTM,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),"LSTM(100, dropout=0.6) + Dense head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,44,1,0.7427184466019418,,0.7158399470899471,0.7258827758498811,0.7145713926049364,alginate=1.00,galactan=0.38,11.50761604309082
paper_vanilla_lstm_fasttext_cbow,ftCbow__LSTM,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),"LSTM(100, dropout=0.6) + Dense head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,44,2,0.7524271844660194,,0.6952969401885811,0.663624686716792,0.6712313991619191,alginate=1.00,arabinogalactan=0.00,13.606586933135986
paper_vanilla_lstm_fasttext_cbow,ftCbow__LSTM,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),"LSTM(100, dropout=0.6) + Dense head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,44,3,0.7475728155339806,,0.7013467179170231,0.6715188746438745,0.6791598200181431,alginate=0.88,arabinogalactan=0.43,12.277709245681763
paper_vanilla_lstm_fasttext_cbow,ftCbow__LSTM,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),"LSTM(100, dropout=0.6) + Dense head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,44,4,0.7524271844660194,,0.7314544252044253,0.7091926129426129,0.7114621712861228,alginate=1.00,alpha-mannan=0.44,14.033486127853394
paper_vanilla_lstm_fasttext_cbow,ftCbow__LSTM,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),"LSTM(100, dropout=0.6) + Dense head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,45,0,0.7669902912621359,,0.7339112218431459,0.7065411525608893,0.7151757700128729,alpha-mannan=1.00,arabinogalactan=0.38,15.099456787109375
paper_vanilla_lstm_fasttext_cbow,ftCbow__LSTM,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),"LSTM(100, dropout=0.6) + Dense head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,45,1,0.7815533980582524,,0.7518085812822655,0.7164649203136045,0.7292731496646175,xylan=0.95,arabinogalactan=0.18,14.139424800872803
paper_vanilla_lstm_fasttext_cbow,ftCbow__LSTM,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),"LSTM(100, dropout=0.6) + Dense head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,45,2,0.7621359223300971,,0.7576078863230565,0.7424013961185013,0.7381004288355711,alginate=1.00,arabinogalactan=0.50,11.156741857528687
paper_vanilla_lstm_fasttext_cbow,ftCbow__LSTM,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),"LSTM(100, dropout=0.6) + Dense head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,45,3,0.7961165048543689,,0.7483378317588842,0.7288766788766788,0.7338742652348212,alginate=1.00,arabinogalactan=0.31,12.822418212890625
paper_vanilla_lstm_fasttext_cbow,ftCbow__LSTM,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),"LSTM(100, dropout=0.6) + Dense head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,45,4,0.7524271844660194,,0.7340792704027997,0.6927861721611722,0.7001651756411568,alginate=1.00,fructan=0.25,12.482967138290405
paper_vanilla_lstm_fasttext_cbow,ftCbow__LSTM,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),"LSTM(100, dropout=0.6) + Dense head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,46,0,0.7330097087378641,,0.7605474506336575,0.6414197352355246,0.6664887872435042,alginate=1.00,fructan=0.25,11.095907211303711
paper_vanilla_lstm_fasttext_cbow,ftCbow__LSTM,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),"LSTM(100, dropout=0.6) + Dense head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,46,1,0.7135922330097088,,0.6887033601319316,0.6845315612749824,0.6785474367226466,alginate=0.95,beta-mannan=0.24,12.743988990783691
paper_vanilla_lstm_fasttext_cbow,ftCbow__LSTM,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),"LSTM(100, dropout=0.6) + Dense head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,46,2,0.7524271844660194,,0.7452168943914228,0.7247734721418934,0.7298918096429946,chitin=0.92,arabinogalactan=0.33,12.151946067810059
paper_vanilla_lstm_fasttext_cbow,ftCbow__LSTM,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),"LSTM(100, dropout=0.6) + Dense head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,46,3,0.8106796116504854,,0.7798045560573555,0.7900068681318683,0.7811866982919614,pectin=0.95,galactan=0.54,15.650738954544067
paper_vanilla_lstm_fasttext_cbow,ftCbow__LSTM,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),"LSTM(100, dropout=0.6) + Dense head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,46,4,0.7961165048543689,,0.7755801175238516,0.7748481379731379,0.7440887778119821,alginate=1.00,beta-mannan=0.32,13.174981117248535
paper_lstm_with_attention_fasttext_cbow,ftCbow__LSTMattn,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),"LSTM(100, return_seq) + attention head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,42,0,0.7330097087378641,,0.7289064653984009,0.7101440701111755,0.7100724959420611,alginate=0.89,arabinogalactan=0.53,8.264959812164307
paper_lstm_with_attention_fasttext_cbow,ftCbow__LSTMattn,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),"LSTM(100, return_seq) + attention head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,42,1,0.7718446601941747,,0.7630408425996662,0.7459495292718978,0.750308379894049,alpha-mannan=1.00,galactan=0.43,8.29629898071289
paper_lstm_with_attention_fasttext_cbow,ftCbow__LSTMattn,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),"LSTM(100, return_seq) + attention head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,42,2,0.7912621359223301,,0.7988660376431272,0.7610939608636977,0.7744698094975523,alginate=1.00,fructan=0.55,8.954562902450562
paper_lstm_with_attention_fasttext_cbow,ftCbow__LSTMattn,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),"LSTM(100, return_seq) + attention head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,42,3,0.8203883495145631,,0.8076636790911088,0.8063263125763126,0.8001627307898395,alpha-mannan=1.00,galactan=0.35,8.153043270111084
paper_lstm_with_attention_fasttext_cbow,ftCbow__LSTMattn,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),"LSTM(100, return_seq) + attention head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,42,4,0.8106796116504854,,0.8234883438337155,0.764623015873016,0.7813586048454471,alginate=1.00,galactan=0.48,12.272153854370117
paper_lstm_with_attention_fasttext_cbow,ftCbow__LSTMattn,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),"LSTM(100, return_seq) + attention head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,43,0,0.8349514563106796,,0.8211880711880712,0.8219872999807211,0.8162938187692429,alpha-mannan=1.00,arabinogalactan=0.62,9.976982831954956
paper_lstm_with_attention_fasttext_cbow,ftCbow__LSTMattn,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),"LSTM(100, return_seq) + attention head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,43,1,0.7621359223300971,,0.7470455966483772,0.7022752795450163,0.715607920272459,alginate=1.00,fructan=0.22,11.173614978790283
paper_lstm_with_attention_fasttext_cbow,ftCbow__LSTMattn,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),"LSTM(100, return_seq) + attention head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,43,2,0.7281553398058253,,0.7364305293240826,0.6660051571235782,0.6862213393810248,alginate=0.95,galactan=0.29,7.76705002784729
paper_lstm_with_attention_fasttext_cbow,ftCbow__LSTMattn,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),"LSTM(100, return_seq) + attention head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,43,3,0.7669902912621359,,0.7660367775499354,0.7670177045177046,0.754798650621784,alginate=1.00,galactan=0.42,9.451421976089478
paper_lstm_with_attention_fasttext_cbow,ftCbow__LSTMattn,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),"LSTM(100, return_seq) + attention head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,43,4,0.8009708737864077,,0.7858913503650345,0.7813247863247864,0.7791114897359255,alpha-mannan=1.00,arabinogalactan=0.46,12.330381631851196
paper_lstm_with_attention_fasttext_cbow,ftCbow__LSTMattn,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),"LSTM(100, return_seq) + attention head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,44,0,0.7864077669902912,,0.8012668435365803,0.770675968768074,0.7728754429942235,alpha-mannan=1.00,galactan=0.48,10.004194974899292
paper_lstm_with_attention_fasttext_cbow,ftCbow__LSTMattn,paper_DL,dl,fasttext_cbow frozen Embedding (paper TextVectorization),"LSTM(100, return_seq) + attention head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,44,1,0.7864077669902912,,0.7804611894964552,0.7648932828867038,0.7674259287963466,alpha-mannan=1.00,galactan=0.43,9.92119312286377
