config,shorthand,family,role,featurizer,classifier,description,repeat_seed,fold,acc,classwise,precision_macro,recall_macro,f1_macro,best_substrate,worst_substrate,wall_sec
paper_vanilla_lstm_fasttext_sg,ftSg__LSTM,paper_DL,dl,fasttext_sg frozen Embedding (paper TextVectorization),"LSTM(100, dropout=0.6) + Dense head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,46,0,0.7621359223300971,,0.7610546292220022,0.6424273423944477,0.6646513382106696,alginate=0.95,fructan=0.29,13.81472396850586
paper_vanilla_lstm_fasttext_sg,ftSg__LSTM,paper_DL,dl,fasttext_sg frozen Embedding (paper TextVectorization),"LSTM(100, dropout=0.6) + Dense head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,46,1,0.7815533980582524,,0.7779951773372827,0.7492108476319,0.7562795963742369,alginate=1.00,arabinogalactan=0.38,14.35538101196289
paper_vanilla_lstm_fasttext_sg,ftSg__LSTM,paper_DL,dl,fasttext_sg frozen Embedding (paper TextVectorization),"LSTM(100, dropout=0.6) + Dense head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,46,2,0.8300970873786407,,0.7993998411432623,0.7863247059957587,0.7902566186881357,chitin=0.96,arabinogalactan=0.33,13.550578832626343
paper_vanilla_lstm_fasttext_sg,ftSg__LSTM,paper_DL,dl,fasttext_sg frozen Embedding (paper TextVectorization),"LSTM(100, dropout=0.6) + Dense head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,46,3,0.7961165048543689,,0.8034445450885669,0.7600770757020756,0.7703580876964665,alginate=0.95,arabinogalactan=0.47,15.107793807983398
paper_vanilla_lstm_fasttext_sg,ftSg__LSTM,paper_DL,dl,fasttext_sg frozen Embedding (paper TextVectorization),"LSTM(100, dropout=0.6) + Dense head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,46,4,0.8155339805825242,,0.8141249981877539,0.7535302197802197,0.7630823007783792,alginate=1.00,beta-mannan=0.44,14.5872220993042
paper_lstm_with_attention_fasttext_sg,ftSg__LSTMattn,paper_DL,dl,fasttext_sg frozen Embedding (paper TextVectorization),"LSTM(100, return_seq) + attention head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,42,0,0.7621359223300971,,0.749408401053138,0.7235738384422596,0.7185777536199058,alpha-glucan=0.93,arabinogalactan=0.47,12.430614948272705
paper_lstm_with_attention_fasttext_sg,ftSg__LSTMattn,paper_DL,dl,fasttext_sg frozen Embedding (paper TextVectorization),"LSTM(100, return_seq) + attention head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,42,1,0.7621359223300971,,0.7754955012307952,0.7219677398624765,0.7370836189811664,alginate=0.95,fructan=0.44,8.874689102172852
paper_lstm_with_attention_fasttext_sg,ftSg__LSTMattn,paper_DL,dl,fasttext_sg frozen Embedding (paper TextVectorization),"LSTM(100, return_seq) + attention head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,42,2,0.7864077669902912,,0.8056733471207157,0.7334670811644496,0.755500283510734,alginate=1.00,arabinogalactan=0.40,8.741891860961914
paper_lstm_with_attention_fasttext_sg,ftSg__LSTMattn,paper_DL,dl,fasttext_sg frozen Embedding (paper TextVectorization),"LSTM(100, return_seq) + attention head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,42,3,0.7961165048543689,,0.7598976818593911,0.7608020451770452,0.7505887785445152,alginate=1.00,arabinogalactan=0.43,9.668460607528687
paper_lstm_with_attention_fasttext_sg,ftSg__LSTMattn,paper_DL,dl,fasttext_sg frozen Embedding (paper TextVectorization),"LSTM(100, return_seq) + attention head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,42,4,0.8155339805825242,,0.8214529278424342,0.7625099206349207,0.7806541093799036,alginate=1.00,arabinogalactan=0.57,11.491147994995117
paper_lstm_with_attention_fasttext_sg,ftSg__LSTMattn,paper_DL,dl,fasttext_sg frozen Embedding (paper TextVectorization),"LSTM(100, return_seq) + attention head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,43,0,0.8106796116504854,,0.7812414206164208,0.811897050318103,0.7905434823254955,alginate=1.00,arabinogalactan=0.62,10.760535955429077
paper_lstm_with_attention_fasttext_sg,ftSg__LSTMattn,paper_DL,dl,fasttext_sg frozen Embedding (paper TextVectorization),"LSTM(100, return_seq) + attention head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,43,1,0.7961165048543689,,0.819599166265833,0.7508734175181543,0.7621998970528384,alginate=1.00,fructan=0.25,13.862068891525269
paper_lstm_with_attention_fasttext_sg,ftSg__LSTMattn,paper_DL,dl,fasttext_sg frozen Embedding (paper TextVectorization),"LSTM(100, return_seq) + attention head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,43,2,0.7572815533980582,,0.7359271641879136,0.6965131980592507,0.7073065338088815,alginate=0.95,arabinogalactan=0.29,11.154321193695068
paper_lstm_with_attention_fasttext_sg,ftSg__LSTMattn,paper_DL,dl,fasttext_sg frozen Embedding (paper TextVectorization),"LSTM(100, return_seq) + attention head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,43,3,0.7961165048543689,,0.7709878030466265,0.7840544871794871,0.7721303777575796,alginate=1.00,arabinogalactan=0.43,12.78474497795105
paper_lstm_with_attention_fasttext_sg,ftSg__LSTMattn,paper_DL,dl,fasttext_sg frozen Embedding (paper TextVectorization),"LSTM(100, return_seq) + attention head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,43,4,0.8009708737864077,,0.7757126523573891,0.7532788970288972,0.7603040892342984,alginate=0.94,arabinogalactan=0.17,10.940205812454224
paper_lstm_with_attention_fasttext_sg,ftSg__LSTMattn,paper_DL,dl,fasttext_sg frozen Embedding (paper TextVectorization),"LSTM(100, return_seq) + attention head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,44,0,0.7961165048543689,,0.7996075289089996,0.7865820802005014,0.7850396676137952,alpha-mannan=1.00,chitin=0.60,12.71260690689087
paper_lstm_with_attention_fasttext_sg,ftSg__LSTMattn,paper_DL,dl,fasttext_sg frozen Embedding (paper TextVectorization),"LSTM(100, return_seq) + attention head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,44,1,0.7718446601941747,,0.7242496392496393,0.7250242593663647,0.7168764225815111,alginate=1.00,fructan=0.00,10.987335920333862
paper_lstm_with_attention_fasttext_sg,ftSg__LSTMattn,paper_DL,dl,fasttext_sg frozen Embedding (paper TextVectorization),"LSTM(100, return_seq) + attention head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,44,2,0.8252427184466019,,0.8336980343114467,0.7789353592314118,0.7973806765341026,alginate=1.00,galactan=0.62,13.593776941299438
paper_lstm_with_attention_fasttext_sg,ftSg__LSTMattn,paper_DL,dl,fasttext_sg frozen Embedding (paper TextVectorization),"LSTM(100, return_seq) + attention head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,44,3,0.7669902912621359,,0.8160389610389611,0.6897486772486773,0.7132769070662679,alginate=0.94,alpha-mannan=0.40,11.911505222320557
paper_lstm_with_attention_fasttext_sg,ftSg__LSTMattn,paper_DL,dl,fasttext_sg frozen Embedding (paper TextVectorization),"LSTM(100, return_seq) + attention head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,44,4,0.7766990291262136,,0.7861724105596654,0.7107409951159952,0.7251824757138401,alginate=1.00,fructan=0.50,13.06168508529663
paper_lstm_with_attention_fasttext_sg,ftSg__LSTMattn,paper_DL,dl,fasttext_sg frozen Embedding (paper TextVectorization),"LSTM(100, return_seq) + attention head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,45,0,0.8155339805825242,,0.8233848340031135,0.8133710478118372,0.8062704814858219,alginate=1.00,beta-mannan=0.58,15.13256287574768
paper_lstm_with_attention_fasttext_sg,ftSg__LSTMattn,paper_DL,dl,fasttext_sg frozen Embedding (paper TextVectorization),"LSTM(100, return_seq) + attention head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,45,1,0.7815533980582524,,0.780067510673918,0.7506669719169721,0.7519464241328743,xylan=0.95,arabinogalactan=0.50,12.07730484008789
paper_lstm_with_attention_fasttext_sg,ftSg__LSTMattn,paper_DL,dl,fasttext_sg frozen Embedding (paper TextVectorization),"LSTM(100, return_seq) + attention head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,45,2,0.7572815533980582,,0.7866163003663004,0.7206324705995759,0.7202617688641765,alginate=1.00,beta-mannan=0.48,10.17458987236023
paper_lstm_with_attention_fasttext_sg,ftSg__LSTMattn,paper_DL,dl,fasttext_sg frozen Embedding (paper TextVectorization),"LSTM(100, return_seq) + attention head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,45,3,0.8058252427184466,,0.8108961167687947,0.7441468253968254,0.7431040236396629,alpha-mannan=1.00,fructan=0.25,9.732601165771484
paper_lstm_with_attention_fasttext_sg,ftSg__LSTMattn,paper_DL,dl,fasttext_sg frozen Embedding (paper TextVectorization),"LSTM(100, return_seq) + attention head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,45,4,0.7766990291262136,,0.7665982842077961,0.7597382478632477,0.7535868305257579,chitin=0.96,fructan=0.47,12.604880094528198
paper_lstm_with_attention_fasttext_sg,ftSg__LSTMattn,paper_DL,dl,fasttext_sg frozen Embedding (paper TextVectorization),"LSTM(100, return_seq) + attention head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,46,0,0.7766990291262136,,0.802256490802218,0.6904561885482939,0.7267775236471102,chitin=0.92,fructan=0.44,11.096539974212646
paper_lstm_with_attention_fasttext_sg,ftSg__LSTMattn,paper_DL,dl,fasttext_sg frozen Embedding (paper TextVectorization),"LSTM(100, return_seq) + attention head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,46,1,0.7718446601941747,,0.7598543707754235,0.7689048342008867,0.7495582148005516,alginate=1.00,beta-mannan=0.50,12.662386894226074
paper_lstm_with_attention_fasttext_sg,ftSg__LSTMattn,paper_DL,dl,fasttext_sg frozen Embedding (paper TextVectorization),"LSTM(100, return_seq) + attention head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,46,2,0.7669902912621359,,0.7622011323598853,0.742429631771737,0.7392149167919367,alginate=0.95,arabinogalactan=0.33,12.28787899017334
paper_lstm_with_attention_fasttext_sg,ftSg__LSTMattn,paper_DL,dl,fasttext_sg frozen Embedding (paper TextVectorization),"LSTM(100, return_seq) + attention head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,46,3,0.7961165048543689,,0.8044050434143314,0.7533119658119659,0.7467153416122007,alginate=1.00,alpha-mannan=0.40,14.218478202819824
paper_lstm_with_attention_fasttext_sg,ftSg__LSTMattn,paper_DL,dl,fasttext_sg frozen Embedding (paper TextVectorization),"LSTM(100, return_seq) + attention head",Paper arch+optimizer+EarlyStopping verbatim; batch=1024/4096 for non-trans/trans.,46,4,0.8543689320388349,,0.8615317935474586,0.839551282051282,0.8329028104344153,alpha-mannan=1.00,beta-mannan=0.42,15.100928783416748
paper_transformer_fasttext_sg,ftSg__Trans,paper_DL,dl,fasttext_sg frozen Embedding (paper TextVectorization),Transformer 4 blocks × 4 heads × head=128 × ff=512 × dropout=0.5 → GAP → softmax,Paper arch+optimizer+EarlyStopping verbatim; batch=1024.,42,0,0.7815533980582524,,0.7605555555555555,0.7339879345800399,0.7317416690043999,alginate=0.95,alpha-mannan=0.50,17.76132297515869
paper_transformer_fasttext_sg,ftSg__Trans,paper_DL,dl,fasttext_sg frozen Embedding (paper TextVectorization),Transformer 4 blocks × 4 heads × head=128 × ff=512 × dropout=0.5 → GAP → softmax,Paper arch+optimizer+EarlyStopping verbatim; batch=1024.,42,1,0.7766990291262136,,0.8161690283400812,0.7294642053852579,0.753555202516475,alpha-mannan=1.00,beta-mannan=0.48,15.604969024658203
paper_transformer_fasttext_sg,ftSg__Trans,paper_DL,dl,fasttext_sg frozen Embedding (paper TextVectorization),Transformer 4 blocks × 4 heads × head=128 × ff=512 × dropout=0.5 → GAP → softmax,Paper arch+optimizer+EarlyStopping verbatim; batch=1024.,42,2,0.7135922330097088,,0.7146238791817745,0.6948053226013752,0.6792743650417844,alginate=1.00,arabinogalactan=0.40,15.68002986907959
paper_transformer_fasttext_sg,ftSg__Trans,paper_DL,dl,fasttext_sg frozen Embedding (paper TextVectorization),Transformer 4 blocks × 4 heads × head=128 × ff=512 × dropout=0.5 → GAP → softmax,Paper arch+optimizer+EarlyStopping verbatim; batch=1024.,42,3,0.7572815533980582,,0.7479898684620049,0.7423191391941392,0.7361714416700673,alpha-mannan=1.00,galactan=0.36,15.68940782546997
paper_transformer_fasttext_sg,ftSg__Trans,paper_DL,dl,fasttext_sg frozen Embedding (paper TextVectorization),Transformer 4 blocks × 4 heads × head=128 × ff=512 × dropout=0.5 → GAP → softmax,Paper arch+optimizer+EarlyStopping verbatim; batch=1024.,42,4,0.7669902912621359,,0.772954296661193,0.741486568986569,0.7481044755139955,alginate=1.00,arabinogalactan=0.57,18.433193922042847
paper_transformer_fasttext_sg,ftSg__Trans,paper_DL,dl,fasttext_sg frozen Embedding (paper TextVectorization),Transformer 4 blocks × 4 heads × head=128 × ff=512 × dropout=0.5 → GAP → softmax,Paper arch+optimizer+EarlyStopping verbatim; batch=1024.,43,0,0.7378640776699029,,0.7337809113544408,0.7513872823083348,0.7346569858075824,alpha-mannan=1.00,galactan=0.47,17.01903986930847
paper_transformer_fasttext_sg,ftSg__Trans,paper_DL,dl,fasttext_sg frozen Embedding (paper TextVectorization),Transformer 4 blocks × 4 heads × head=128 × ff=512 × dropout=0.5 → GAP → softmax,Paper arch+optimizer+EarlyStopping verbatim; batch=1024.,43,1,0.7135922330097088,,0.7307215368416871,0.6628048888246257,0.675582191409259,alginate=1.00,arabinogalactan=0.36,17.82251214981079
paper_transformer_fasttext_sg,ftSg__Trans,paper_DL,dl,fasttext_sg frozen Embedding (paper TextVectorization),Transformer 4 blocks × 4 heads × head=128 × ff=512 × dropout=0.5 → GAP → softmax,Paper arch+optimizer+EarlyStopping verbatim; batch=1024.,43,2,0.7135922330097088,,0.7162225003257611,0.6892304077501447,0.6871990176446948,alginate=0.90,arabinogalactan=0.22,19.94591498374939
paper_transformer_fasttext_sg,ftSg__Trans,paper_DL,dl,fasttext_sg frozen Embedding (paper TextVectorization),Transformer 4 blocks × 4 heads × head=128 × ff=512 × dropout=0.5 → GAP → softmax,Paper arch+optimizer+EarlyStopping verbatim; batch=1024.,43,3,0.7135922330097088,,0.6982556274456377,0.7004693223443224,0.6795926833247571,alginate=0.90,galactan=0.48,19.487836122512817
paper_transformer_fasttext_sg,ftSg__Trans,paper_DL,dl,fasttext_sg frozen Embedding (paper TextVectorization),Transformer 4 blocks × 4 heads × head=128 × ff=512 × dropout=0.5 → GAP → softmax,Paper arch+optimizer+EarlyStopping verbatim; batch=1024.,43,4,0.7524271844660194,,0.6795815563931505,0.7028655372405371,0.6816204134450343,alginate=0.95,arabinogalactan=0.00,21.43083906173706
paper_transformer_fasttext_sg,ftSg__Trans,paper_DL,dl,fasttext_sg frozen Embedding (paper TextVectorization),Transformer 4 blocks × 4 heads × head=128 × ff=512 × dropout=0.5 → GAP → softmax,Paper arch+optimizer+EarlyStopping verbatim; batch=1024.,44,0,0.7669902912621359,,0.7562710331875091,0.7460176482873851,0.7456457423133922,alginate=1.00,beta-mannan=0.54,24.495800018310547
paper_transformer_fasttext_sg,ftSg__Trans,paper_DL,dl,fasttext_sg frozen Embedding (paper TextVectorization),Transformer 4 blocks × 4 heads × head=128 × ff=512 × dropout=0.5 → GAP → softmax,Paper arch+optimizer+EarlyStopping verbatim; batch=1024.,44,1,0.7135922330097088,,0.7393183910107548,0.7236887892808945,0.7208412080594441,alginate=0.95,arabinogalactan=0.50,23.429033041000366
paper_transformer_fasttext_sg,ftSg__Trans,paper_DL,dl,fasttext_sg frozen Embedding (paper TextVectorization),Transformer 4 blocks × 4 heads × head=128 × ff=512 × dropout=0.5 → GAP → softmax,Paper arch+optimizer+EarlyStopping verbatim; batch=1024.,44,2,0.7669902912621359,,0.8136245432688561,0.7178331244778614,0.738501042303903,alginate=1.00,arabinogalactan=0.44,29.019217014312744
paper_transformer_fasttext_sg,ftSg__Trans,paper_DL,dl,fasttext_sg frozen Embedding (paper TextVectorization),Transformer 4 blocks × 4 heads × head=128 × ff=512 × dropout=0.5 → GAP → softmax,Paper arch+optimizer+EarlyStopping verbatim; batch=1024.,44,3,0.7669902912621359,,0.7681852370577861,0.7525068681318682,0.75100624632974,alpha-mannan=1.00,fructan=0.46,28.757910013198853
paper_transformer_fasttext_sg,ftSg__Trans,paper_DL,dl,fasttext_sg frozen Embedding (paper TextVectorization),Transformer 4 blocks × 4 heads × head=128 × ff=512 × dropout=0.5 → GAP → softmax,Paper arch+optimizer+EarlyStopping verbatim; batch=1024.,44,4,0.6844660194174758,,0.6911436852482952,0.6375648656898657,0.6449511894818706,alginate=1.00,galactan=0.39,28.27706289291382
paper_transformer_fasttext_sg,ftSg__Trans,paper_DL,dl,fasttext_sg frozen Embedding (paper TextVectorization),Transformer 4 blocks × 4 heads × head=128 × ff=512 × dropout=0.5 → GAP → softmax,Paper arch+optimizer+EarlyStopping verbatim; batch=1024.,45,0,0.7961165048543689,,0.8097501733371297,0.774686957779063,0.7819341419581999,alpha-mannan=1.00,beta-mannan=0.46,33.45111393928528
